Key,Date,mmdd,DayOfTheWeek,Area,Distance,Timestamp,Tip,OrderAmount,TipPercent,Housing,GenderOfTipper,Cash/Credit_Tip,Cash/Credit_Order,GenderOfDeliverer,PersonWhoDelivered,Area(text),Latitude,Longitude,month
168,42287,1010,Saturday,7,2.6,0.678472222,5.14,11.86,0.433389545,Apartment,Male,Cash,Cash,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
169,42302,1025,Sunday,2,2.6,0.677083333,3.3,21.7,0.152073733,House,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
170,42252,905,Saturday,5,1.2,0.676388889,0,8.83,0,Apartment,Male,-,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
171,42217,801,Saturday,5,0.6,0.675,3.55,16.45,0.215805471,Business,Female,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
172,42273,926,Saturday,5,0.6,0.674305556,5.86,34.14,0.171646163,Business,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
173,42233,817,Monday,5,1.2,0.672916667,0,17.73,0,Apartment,Male,-,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
174,42253,906,Sunday,5,1,0.672916667,2.16,17.84,0.121076233,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
175,42287,1010,Saturday,2,2.9,0.672916667,5,16.78,0.297973778,Hotel,Male,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
176,42238,822,Saturday,1,2.3,0.670833333,3.15,27.85,0.113105925,Apartment,Female,Cash,Cash,Female,Sammie,North End,43.633105,-116.208304,Aug
177,42221,805,Wednesday,6,1.5,0.667361111,4.08,30.92,0.131953428,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
178,42245,829,Saturday,10,4.4,0.667361111,5,25.78,0.193948798,House,Male,Cash,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
179,42267,920,Sunday,4,2.9,0.666666667,2,28.44,0.070323488,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
180,42287,1010,Saturday,9,0.6,0.665972222,5,24.04,0.207986689,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
181,42228,812,Wednesday,1,3.9,0.663888889,3,26.73,0.112233446,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
182,42235,819,Wednesday,7,2.5,0.663888889,4,21.55,0.185614849,House,Female,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
183,42209,724,Friday,2,3.6,0.6625,3.63,16.37,0.221747098,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
184,42260,913,Sunday,9,0.3,0.6625,3.22,16.78,0.191895113,Apartment,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
185,42220,804,Tuesday,6,1.3,0.661111111,3.06,26.94,0.113585746,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
186,42218,802,Sunday,2,2.9,0.660416667,5,23.18,0.215703192,House,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
187,42227,811,Tuesday,10,3.9,0.660416667,3,15.4,0.194805195,House,Female,Credit,Credit,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
188,42260,913,Sunday,5,0.6,0.660416667,4,21.01,0.190385531,House,Female,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
189,42231,815,Saturday,6,0.9,0.659722222,2,12.27,0.162999185,House,Male,Cash,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
190,42273,926,Saturday,2,2.5,0.659722222,3.02,21.98,0.137397634,Apartment,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
191,42287,1010,Saturday,6,1.5,0.659722222,2.28,15.72,0.145038168,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
192,42218,802,Sunday,2,2.5,0.659027778,3,15.27,0.196463654,House,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
193,42274,927,Sunday,1,2.2,0.659027778,0,20.75,0,Apartment,Female,-,Credit,Female,Sammie,North End,43.633105,-116.208304,Sep
194,42246,830,Sunday,2,3.1,0.658333333,3,14.65,0.204778157,House,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
195,42211,726,Sunday,8,2.6,0.657638889,5.51,47.49,0.116024426,Apartment,Male,Credit,Credit,Male,Angel,Hidden Springs,43.723879,-116.255046,Jul
196,42225,809,Sunday,1,2.4,0.657638889,3,12.92,0.232198142,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
197,42245,829,Saturday,9,0.5,0.657638889,2,12.38,0.161550889,Apartment,Female,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
198,42236,820,Thursday,2,1.3,0.656944444,3.92,16.08,0.243781095,Business,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
199,42230,814,Friday,6,1,0.65625,5,46.44,0.107665805,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
200,42218,802,Sunday,3,2.1,0.653472222,1,21,0.047619048,Apartment,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
201,42302,1025,Sunday,6,2.8,0.652777778,1.12,18.88,0.059322034,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
202,42231,815,Saturday,1,2,0.652083333,3,19.41,0.154559505,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
203,42224,808,Saturday,9,0.0789,0.651388889,3,17.71,0.169395822,Apartment,Female,Credit,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
204,42217,801,Saturday,5,0.6,0.649305556,10.12,29.88,0.338688086,Business,Female,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
205,42221,805,Wednesday,1,1.8,0.649305556,3,15.72,0.190839695,House,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Aug
206,42238,822,Saturday,7,2.9,0.647222222,4,30,0.133333333,House,Male,Cash,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
207,42203,718,Saturday,5,0.8,0.646527778,4.02,18.98,0.211801897,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
208,42220,804,Tuesday,1,2.8,0.644444444,4,22.76,0.175746924,House,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
209,42235,819,Wednesday,5,1.2,0.64375,5,21.95,0.227790433,Apartment,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
210,42245,829,Saturday,4,3.2,0.64375,4,19.25,0.207792208,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
211,42238,822,Saturday,6,1.5,0.643055556,1.47,28.53,0.051524711,House,Male,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
212,42231,815,Saturday,1,3,0.642361111,0,40.59,0,Apartment,Male,-,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
213,42218,802,Sunday,1,2.8,0.641666667,1.52,11.48,0.132404181,House,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Aug
214,42228,812,Wednesday,8,8.3,0.641666667,5,19.5,0.256410256,House,Male,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Aug
215,42238,822,Saturday,2,2.9,0.641666667,2,16.73,0.119545726,Apartment,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
216,42211,726,Sunday,9,2.6,0.640972222,2,19.63,0.10188487,Apartment,Male,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
217,42211,726,Sunday,2,2.6,0.639583333,1,12,0.083333333,House,Female,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
218,42227,811,Tuesday,3,3.1,0.639583333,0,14.49,0,Apartment,Male,-,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
219,42220,804,Tuesday,1,2.5,0.638194444,3,14.65,0.204778157,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
220,42229,813,Thursday,6,1.3,0.636805556,1.88,14.12,0.133144476,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
221,42245,829,Saturday,10,3.6,0.636805556,0.69,26.31,0.02622577,House,Male,Cash,Cash,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
222,42252,905,Saturday,2,2.5,0.634027778,3.92,22.08,0.177536232,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
223,42227,811,Tuesday,5,1.4,0.633333333,2,27.24,0.073421439,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
224,42236,820,Thursday,3,2,0.633333333,0.62,39.38,0.015744033,Apartment,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
225,42221,805,Wednesday,5,3.6,0.632638889,3.23,16.77,0.192605844,Apartment,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
226,42238,822,Saturday,6,1.2,0.63125,3,12.54,0.23923445,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
227,42229,813,Thursday,3,3.1,0.628472222,7,21.13,0.331282537,Business,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
228,42203,718,Saturday,5,0.3,0.627083333,1.94,13.06,0.148545176,Business,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
229,42227,811,Tuesday,7,3.1,0.627083333,4.28,15.72,0.272264631,House,Female,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
230,42220,804,Tuesday,1,2,0.626388889,2,11.48,0.174216028,House,Male,Cash,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
231,42245,829,Saturday,9,0.5,0.626388889,0,14.65,0,House,Male,-,Credit,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
232,42252,905,Saturday,2,3.6,0.622222222,5,19.05,0.262467192,Hotel,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
233,42220,804,Tuesday,5,1.6,0.621527778,3.23,16.77,0.192605844,Apartment,Male,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
234,42221,805,Wednesday,6,2.1,0.620138889,5,25.3,0.197628458,House,Male,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
235,42225,809,Sunday,4,1.8,0.617361111,1.56,28.44,0.054852321,House,Male,Cash,Cash,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
236,42225,809,Sunday,7,3.8,0.614583333,2,14.1,0.141843972,House,Female,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
237,42224,808,Saturday,6,1.7,0.6125,3.86,17.14,0.225204201,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
238,42231,815,Saturday,2,2.5,0.6125,5,19.95,0.250626566,House,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
239,42203,718,Saturday,5,1.2,0.607638889,2.65,27.35,0.096892139,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
240,42212,727,Monday,2,3.8,0.606944444,0,13.97,0,Business,Female,-,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
241,42229,813,Thursday,7,2.7,0.606944444,9.1,18.9,0.481481481,Apartment,Female,Cash,Cash,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
242,42236,820,Thursday,1,2.8,0.606944444,5,14.13,0.353857042,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
243,42209,724,Friday,6,1.6,0.60625,5,16.6,0.301204819,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
244,42221,805,Wednesday,7,2.5,0.605555556,3,17.67,0.169779287,Business,Female,Cash,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
245,42238,822,Saturday,6,2.6,0.605555556,2,35.55,0.05625879,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
246,42220,804,Tuesday,5,1.4,0.604861111,2,30.43,0.065724614,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
247,42218,802,Sunday,9,1,0.604166667,2,26.81,0.07459903,House,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
248,42252,905,Saturday,8,7.5,0.602777778,3,22.26,0.134770889,House,Female,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Sep
249,42203,718,Saturday,2,1.7,0.602083333,2.73,27.36,0.099780702,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
250,42211,726,Sunday,5,2,0.602083333,2,46.43,0.043075598,House,Female,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
251,42245,829,Saturday,3,2.5,0.600694444,3.35,14.65,0.228668942,Business,Female,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Aug
252,42217,801,Saturday,6,2.2,0.6,3,17.03,0.176159718,House,Female,Credit,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
253,42220,804,Tuesday,1,2.5,0.6,7,24.61,0.284437221,House,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
254,42211,726,Sunday,9,0.6,0.597916667,6,30.1,0.199335548,House,Female,Cash,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
255,42224,808,Saturday,6,2.7,0.597916667,3,18.9,0.158730159,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
256,42218,802,Sunday,7,2.7,0.597222222,4,18.84,0.212314225,Apartment,Female,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
257,42225,809,Sunday,2,3.6,0.597222222,0,17.44,0,Business,Female,-,-,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
258,42217,801,Saturday,7,2.9,0.596527778,2.14,34.86,0.061388411,House,Male,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
259,42209,724,Friday,5,1.6,0.595138889,1.18,26.82,0.043997017,Apartment,Female,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
260,42212,727,Monday,3,2.9,0.593055556,3,23.01,0.130378096,House,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Jul
261,42221,805,Wednesday,3,2.8,0.592361111,3,18.37,0.163309744,Business,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
262,42218,802,Sunday,5,0.9,0.591666667,4,18.24,0.219298246,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
263,42224,808,Saturday,5,0.8,0.591666667,2,14.65,0.136518771,House,Female,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
264,42225,809,Sunday,1,3.9,0.591666667,4,27.11,0.147547031,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
265,42252,905,Saturday,5,1.4,0.588888889,5,21.28,0.234962406,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
266,42218,802,Sunday,9,2.6,0.586805556,2,28.44,0.070323488,Apartment,Female,Cash,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
267,42218,802,Sunday,3,2.2,0.586805556,7,35.47,0.197349873,House,Male,Cash,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Aug
268,42229,813,Thursday,5,0.7,0.586805556,0,11.86,0,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
269,42221,805,Wednesday,9,0.079,0.586111111,5.61,19.39,0.289324394,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
270,42229,813,Thursday,6,0.2,0.585416667,2.12,29.88,0.070950469,Apartment,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
271,42236,820,Thursday,3,2.5,0.585416667,0.81,24.19,0.033484911,Apartment,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
272,42231,815,Saturday,2,2.6,0.584722222,5,51.72,0.096674401,Apartment,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
273,42227,811,Tuesday,1,2.8,0.584027778,5,20.9,0.23923445,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
274,42245,829,Saturday,6,0.8,0.584027778,3,28.44,0.105485232,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
275,42245,829,Saturday,9,0.4,0.584027778,2.56,28.44,0.090014065,Business,Female,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
276,42211,726,Sunday,9,0.5,0.581944444,2,12.54,0.159489633,Apartment,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
277,42217,801,Saturday,3,2.7,0.578472222,4,16.08,0.248756219,House,Male,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
278,42217,801,Saturday,9,1.2,0.577777778,3,23.12,0.129757785,House,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
279,42203,718,Saturday,5,1.6,0.573611111,3,15.71,0.190961171,House,Male,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
280,42209,724,Friday,2,1.7,0.573611111,0,21.18,0,Apartment,Male,-,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Jul
281,42214,729,Wednesday,1,2.6,0.572222222,3,19.41,0.154559505,House,Female,Credit,Cash,Male,Angel,North End,43.633105,-116.208304,Jul
282,42252,905,Saturday,1,2.3,0.572222222,3.5,16.5,0.212121212,House,Female,Cash,Cash,Female,Sammie,North End,43.633105,-116.208304,Sep
283,42229,813,Thursday,7,3.2,0.571527778,5,18.37,0.272182907,Business,Female,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Aug
284,42212,727,Monday,6,1.3,0.570833333,2,17.3,0.115606936,Business,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
285,42225,809,Sunday,9,0.4,0.570833333,0.16,19.84,0.008064516,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
286,42227,811,Tuesday,7,3.1,0.570138889,2.81,27.19,0.103346819,House,Male,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Aug
287,42218,802,Sunday,1,2.9,0.568055556,4,18.04,0.22172949,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
288,42212,727,Monday,6,0.2,0.567361111,2,14.61,0.136892539,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
289,42252,905,Saturday,5,0.7,0.566666667,3,25.1,0.119521912,Apartment,Female,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
290,42229,813,Thursday,10,3.2,0.565972222,2,14.13,0.141542817,Apartment,Male,Credit,Credit,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
291,42236,820,Thursday,3,3.1,0.565972222,3,13.44,0.223214286,Business,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
292,42238,822,Saturday,5,0.7,0.565972222,2.35,14.65,0.160409556,Apartment,Male,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
293,42217,801,Saturday,6,0.9,0.563194444,5,19.41,0.257599176,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
294,42218,802,Sunday,6,0.2,0.5625,4.41,13.59,0.324503311,House,Male,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
295,42225,809,Sunday,2,3.6,0.5625,2,16.78,0.119189511,Business,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
296,42218,802,Sunday,1,3.6,0.561805556,3,15.27,0.196463654,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
297,42224,808,Saturday,3,2.4,0.560416667,6.78,47.22,0.143583227,House,Female,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
298,42245,829,Saturday,10,3.1,0.558333333,2.16,17.84,0.121076233,Apartment,Female,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
299,42224,808,Saturday,2,2.8,0.557638889,5,23.51,0.212675457,House,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
300,42224,808,Saturday,2,3,0.556944444,5.86,23.14,0.253241141,Apartment,Female,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
